date,Affection,Anger,Contempt,Depression,Fear,Happiness,Satisfaction,phase
2022-11-14,0.14148681055155876,0.11175059952038369,0.02446043165467626,0.07577937649880095,0.2947242206235012,0.21151079136690648,0.14028776978417265,Cluster 3
2022-11-15,0.13777058466518308,0.10742464090633219,0.02731134938296581,0.11430305482500505,0.31195630184098727,0.1664980780902286,0.134735990289298,Cluster 3
2022-11-16,0.19230769230769232,0.11888111888111888,0.03636363636363636,0.055594405594405594,0.20874125874125873,0.23006993006993007,0.15804195804195803,Cluster 2
2022-11-17,0.1962448559670782,0.12757201646090535,0.03806584362139918,0.05324074074074074,0.18106995884773663,0.264917695473251,0.1388888888888889,Cluster 2
2022-11-18,0.20380905268365077,0.1540934949295078,0.031164976502597082,0.05342567400445214,0.18204303734850358,0.22804847885233737,0.14741528567895126,Cluster 2
2022-11-19,0.21428571428571427,0.1422360248447205,0.035093167701863354,0.04440993788819876,0.1972049689440994,0.21521739130434783,0.1515527950310559,Cluster 2
2022-11-20,0.2324582338902148,0.11336515513126491,0.021241050119331743,0.03269689737470167,0.1747016706443914,0.2350835322195704,0.19045346062052507,Cluster 2
2022-11-21,0.2556758644778205,0.10268948655256724,0.019734544184421936,0.03300733496332518,0.1687041564792176,0.24310164163464898,0.1770869717079986,Cluster 2
2022-11-22,0.23078947368421052,0.11921052631578948,0.02631578947368421,0.042105263157894736,0.18710526315789475,0.22578947368421054,0.1686842105263158,Cluster 2
2022-11-23,0.23678509532062392,0.12413344887348353,0.0322790294627383,0.05047660311958405,0.15077989601386482,0.2337521663778163,0.17179376083188908,Cluster 2
2022-11-24,0.22161572052401746,0.13236899563318777,0.036299126637554587,0.040120087336244545,0.1572052401746725,0.24563318777292575,0.1667576419213974,Cluster 2
2022-11-25,0.2773109243697479,0.10714285714285714,0.026050420168067228,0.034873949579831934,0.15672268907563025,0.2199579831932773,0.17794117647058824,Cluster 2
2022-11-26,0.29205366357069146,0.10500515995872033,0.03534571723426213,0.058307533539731685,0.13751289989680082,0.21026831785345718,0.16150670794633643,Cluster 2
2022-11-27,0.28861865855975677,0.08455253657609728,0.017670530115903478,0.03629108873266198,0.14687440623218698,0.21755652669580086,0.20843625308759262,Cluster 2
2022-11-28,0.2615168539325843,0.11292134831460675,0.031179775280898877,0.04044943820224719,0.15786516853932583,0.23314606741573032,0.16292134831460675,Cluster 2
2022-11-29,0.22188653910708292,0.13628734474655924,0.031554212823095,0.04632426988922457,0.19503188989593823,0.17254112118160456,0.19637462235649547,Cluster 2
2022-11-30,0.18908629441624367,0.16455160744500846,0.028130287648054145,0.03764805414551607,0.16434010152284265,0.17639593908629442,0.2398477157360406,Cluster 2
2022-12-01,0.21599131693198265,0.14905933429811866,0.04305354558610709,0.04232995658465991,0.17872648335745298,0.20911722141823444,0.16172214182344427,Cluster 2
2022-12-02,0.23592160754155297,0.14438104688662862,0.03274621681964773,0.03696353262217812,0.17588687670553213,0.17340610270404366,0.20069461672041677,Cluster 2
2022-12-03,0.19761319761319762,0.1733941733941734,0.04563004563004563,0.04527904527904528,0.18462618462618463,0.1877851877851878,0.16567216567216567,Cluster 2
2022-12-04,0.20532194480946123,0.16951379763469118,0.04402102496714849,0.04533508541392904,0.1754270696452037,0.20170827858081472,0.15867279894875164,Cluster 2
2022-12-05,0.2507865168539326,0.14337078651685392,0.029662921348314608,0.036853932584269666,0.16764044943820225,0.17123595505617978,0.2004494382022472,Cluster 2
2022-12-06,0.22085889570552147,0.1619631901840491,0.03803680981595092,0.024539877300613498,0.18711656441717792,0.201840490797546,0.1656441717791411,Cluster 2
2022-12-07,0.21969006381039197,0.14949863263445762,0.02917046490428441,0.02917046490428441,0.1741112123974476,0.22060164083865086,0.17775752051048313,Cluster 2
2022-12-08,0.21740638002773924,0.1383495145631068,0.040915395284327326,0.0384882108183079,0.15776699029126215,0.260748959778086,0.1463245492371706,Cluster 2
2022-12-09,0.22751859364435428,0.13218390804597702,0.026031102096010818,0.04462474645030426,0.1643002028397566,0.22920892494929007,0.17613252197430695,Cluster 2
2022-12-10,0.1793329688354292,0.1323127392017496,0.04100601421541826,0.035538545653362494,0.21323127392017496,0.20065609622744668,0.1979223619464188,Cluster 2
2022-12-11,0.18334409296320206,0.18979987088444158,0.04389928986442866,0.06132989025177534,0.1684958037443512,0.22014202711426728,0.1329890251775339,Cluster 2
2022-12-12,0.20145631067961164,0.1383495145631068,0.032362459546925564,0.04692556634304207,0.1634304207119741,0.23381877022653721,0.1836569579288026,Cluster 2
2022-12-13,0.19579675445597233,0.15296621441872837,0.03192338387869114,0.0446927374301676,0.17265230114392124,0.23197658951848896,0.16999201915403034,Cluster 2
2022-12-14,0.15671440151310456,0.162658740880843,0.04458254525803837,0.05295865982166982,0.18454471764388003,0.24696028100513376,0.15158065387733044,Cluster 2
2022-12-15,0.17354758961681088,0.19184177997527813,0.04647713226205192,0.055129789864029666,0.16711990111248454,0.23510506798516687,0.130778739184178,Cluster 2
2022-12-16,0.167050986420702,0.18421726876761466,0.057135536766589806,0.0517550602100948,0.17140661029976942,0.24032795285677683,0.12810658467845248,Cluster 2
2022-12-17,0.1702857142857143,0.18685714285714286,0.05914285714285714,0.05,0.18657142857142858,0.21485714285714286,0.13228571428571428,Cluster 2
2022-12-18,0.16582513951634334,0.1674196120116928,0.05686951900079724,0.05022588360350784,0.1751262290725485,0.24182832846133404,0.14270528833377624,Cluster 2
2022-12-19,0.2244298938812373,0.1397606683224204,0.04899525852336871,0.052833596748701736,0.1815308195981034,0.22307518627229622,0.1293745766538722,Cluster 2
2022-12-20,0.22844827586206898,0.1484375,0.04067887931034483,0.0525323275862069,0.16217672413793102,0.23895474137931033,0.12877155172413793,Cluster 2
2022-12-21,0.21402805611222445,0.16472945891783566,0.05090180360721443,0.03647294589178357,0.1691382765531062,0.22244488977955912,0.14228456913827656,Cluster 2
2022-12-22,0.161998485995458,0.1627554882664648,0.05450416351249054,0.04592480444107999,0.17966187231895028,0.2329043653797628,0.16225082008579358,Cluster 2
2022-12-23,0.1586170493533914,0.1802586434415413,0.050673000791765635,0.05278437582475587,0.19398258115597783,0.2222222222222222,0.14146212721034573,Cluster 2
2022-12-24,0.1762414800389484,0.14800389483933787,0.04803635183382019,0.054527750730282376,0.1729957805907173,0.23466407010710807,0.1655306718597858,Cluster 2
2022-12-25,0.2094105480868666,0.1499482936918304,0.037745604963805586,0.037745604963805586,0.1654601861427094,0.20889348500517063,0.1907962771458118,Cluster 2
2022-12-26,0.22891998564764982,0.14172945819878005,0.04592752063150341,0.04592752063150341,0.15536419088625764,0.20810907786149982,0.1740222461428059,Cluster 2
2022-12-27,0.18349514563106797,0.17281553398058253,0.05242718446601942,0.06116504854368932,0.15776699029126215,0.21067961165048543,0.1616504854368932,Cluster 2
2022-12-28,0.2302725968436155,0.14634146341463414,0.03299856527977044,0.04124820659971305,0.16929698708751795,0.21592539454806312,0.1639167862266858,Cluster 2
2022-12-29,0.21942446043165467,0.14136690647482014,0.04100719424460432,0.050359712230215826,0.1460431654676259,0.21366906474820144,0.1881294964028777,Cluster 2
2022-12-30,0.253027139874739,0.1419624217118998,0.044676409185803755,0.03382045929018789,0.15156576200417538,0.1954070981210856,0.17954070981210857,Cluster 2
2022-12-31,0.2556719022687609,0.12914485165794065,0.034904013961605584,0.04712041884816754,0.1431064572425829,0.21378708551483422,0.1762652705061082,Cluster 2
2023-01-01,0.22297297297297297,0.12753378378378377,0.02956081081081081,0.0472972972972973,0.14442567567567569,0.24408783783783783,0.18412162162162163,Cluster 2
2023-01-02,0.28353413654618476,0.1180722891566265,0.03775100401606426,0.04176706827309237,0.1285140562248996,0.21606425702811244,0.1742971887550201,Cluster 2
2023-01-03,0.19388516032811334,0.13049962714392244,0.06263982102908278,0.036539895600298286,0.1528709917971663,0.19388516032811334,0.2296793437733035,Cluster 2
2023-01-04,0.15921098978513562,0.16308559351884466,0.040859457555477284,0.03733709052483269,0.19161676646706588,0.23881648467770342,0.16907361747094046,Cluster 2
2023-01-05,0.20323325635103925,0.12663587374903773,0.04734411085450346,0.0619707467282525,0.1628175519630485,0.21016166281755197,0.1878367975365666,Cluster 2
2023-01-06,0.18419489007724302,0.1289364230540701,0.049910873440285206,0.05763517528223411,0.22756981580510993,0.20974450386215093,0.14200831847890671,Cluster 2
2023-01-07,0.24113968033356498,0.12786657400972898,0.043085476025017375,0.05072967338429465,0.18485059068797777,0.20917303683113272,0.14315496872828354,Cluster 2
2023-01-08,0.2211362248014661,0.12767257177764202,0.056200366524129505,0.046426389737324374,0.1679902260232132,0.18998167379352474,0.19059254734270006,Cluster 2
2023-01-09,0.26322664924885697,0.10842586544741999,0.032658393207054215,0.042455911169170475,0.17243631613324625,0.1868060091443501,0.19399085564990204,Cluster 2
2023-01-10,0.2490253411306043,0.12621832358674465,0.024853801169590642,0.03557504873294347,0.1915204678362573,0.21052631578947367,0.16228070175438597,Cluster 2
2023-01-11,0.25585668350941665,0.12586127698667893,0.03031694993109784,0.03858520900321544,0.1690399632521819,0.2181901699586587,0.16214974735875057,Cluster 2
2023-01-12,0.23640319071791152,0.13270485859318346,0.023930384336475707,0.03118201595358956,0.15300942712110224,0.2182741116751269,0.20449601160261058,Cluster 2
2023-01-13,0.20147874306839186,0.12754158964879853,0.029574861367837338,0.059149722735674676,0.24214417744916822,0.16635859519408502,0.17375231053604437,Cluster 3
2023-01-14,0.24242424242424243,0.08874458874458875,0.012987012987012988,0.03896103896103896,0.18506493506493507,0.2002164502164502,0.23160173160173161,Cluster 2
2023-01-15,0.22784810126582278,0.0876699484294421,0.02203469292076887,0.057665260196905765,0.18706047819971872,0.23066104078762306,0.18706047819971872,Cluster 2
2023-01-16,0.22281959378733573,0.1135005973715651,0.023894862604540025,0.05973715651135006,0.1917562724014337,0.21027479091995221,0.17801672640382318,Cluster 2
